RacaID,lat,long,upedonid,rcasiteid,SOCstock5,SOCstock30,SOCstock100
C1401F44,34.73,-83.66,C1401F44-1,C1401F44,73.3618155335728,107.399484563706,116.582869209834
F1803F92,35.07,-83.65,F1803F9201,F1803F92,93.3488851746538,240.681090668046,323.990293356718
C1804P07,38.85,-83.62,C1804P07-1,C1804P07,22.1928253035614,84.01616104295,113.867605456145
C1807F77,36.86,-83.61,C2011KY0131807F77-1,C1807F77,48.0826417585245,80.3816471546755,90.2541687115092
C1804X99,38.9,-83.61,C1804X99-1,C1804X99,10.3556093166732,46.5218992168295,67.6506358865362
C1804P02,38.92,-83.6,C1804P02-1,C1804P02,16.5353566088115,61.6309529074286,89.3719091607706
C1509F10,30.92,-83.6,C1509F1001,C1509F10,13.7558334463122,38.4028903285955,76.5221723544941
F1807F99,35.4,-83.59,F1807F9901,F1807F99,22.7501260097372,62.34602447752,76.9399108436536
C1804F03,39.03,-83.59,C1804F03-1,C1804F03,5.80934482413637,38.427808502783,68.0538127158345
C1805P14,36.21,-83.56,C1805P141,C1805P14,8.27297285775821,37.7917873637756,42.8995113194037
C1311F26,38.3,-83.55,C1311F2601,C1311F26,43.2644210010567,106.070626310057,137.655929290504
F1805F90,34.72,-83.54,F1805F9001,F1805F90,14.0817394476718,33.2825633781049,54.865182774437
C1510C06,31.43,-83.53,C1510C0601,C1510C06,4.71863942954158,28.3118365772495,38.008690589221
C1110C46,40.31,-83.53,C1110C46-1,C1110C46,14.8448351668141,47.7228407648212,NA
C1505W03,32.36,-83.5,C1505W0301,C1505W03,26.3166073540349,82.3651889705643,193.845374047298
C1107C11,40.43,-83.5,C1107C11-1,C1107C11,11.0279271819279,68.8466785638541,149.781472929709
C1507F33,32.52,-83.48,C1507F3301,C1507F33,3.42149882409286,17.1340923794151,38.6794586125086
F1809F94,35.07,-83.46,F1809F9401,F1809F94,25.0654499239732,74.8825336191505,99.3490757574254
C1508C04,31.57,-83.45,C1508C0401,C1508C04,5.58792913105213,33.5275747863128,57.1421206889817
C1808F05,37.16,-83.44,C10KY1311808F05-1,C1808F05,14.5067025378427,59.9689868098196,113.6702176025
C1104P09,44.52,-83.44,C1104P09-1,C1104P09,18.6985191354712,64.4853940319725,90.2446727170619
C1804W03,35.99,-83.43,C1804W031,C1804W03,12.1111638300088,37.9095786518225,74.0126052909281
C1110C27,40.27,-83.43,C1110C27-1,C1110C27,9.55779485148062,37.6508790872275,NA
C1508W13,31.43,-83.43,nan,nan,nan,nan,nan
C1804C06,35.15,-83.42,C1804C0601,C1804C06,16.0374555784501,55.3119699073442,82.6671105142708
F1401F05,34.5,-83.41,F1401F05-1,F1401F05,113.444613698403,148.129308222658,152.829365104206
C1404F03,33.06,-83.4,C1404F031,C1404F03,150.506630635221,189.238975401383,212.785533172271
C1807C07,38.96,-83.4,C1807C07-1,C1807C07,9.14214415179434,37.3488311054497,90.5355535437154
C1506W03,30.58,-83.4,C1506W0301,C1506W03,30.7280817942522,236.9169532454,2424.868598711
C1108F05,44.81,-83.39,C1108F05-1,C1108F05,20.202793175786,66.3241188232161,72.5780030697183
C1110P04,40.51,-83.35,C1110P04-1,C1110P04,18.2532220524839,49.0180669243779,NA
C1507F25,32.12,-83.34,C1507F2501,C1507F25,8.66239617642895,32.8618011744511,42.2593854002151
C1809F30,37.3,-83.33,C11KY1931809F30-1,C1809F30,17.2270243820208,53.7816602810231,194.926173319754
C1106F01,44.87,-83.33,C1106F01-1,C1106F01,28.7554535132903,116.689489972605,129.308699207793
C1507C11,31.96,-83.32,C1507C1101,C1507C11,2.82184010422425,16.9310406253455,31.268984455184
C1507W05,31.91,-83.31,C1507W0501,C1507W05,2.7823859774914,16.6943158649484,27.3443781340854
C1504F08,30.22,-83.29,C1504F0801,C1504F08,6.99481963021933,31.7992012574208,55.7835919518322
C1809F09,37.47,-83.29,C11KY0251809F09-1,C1809F09,24.4724766534758,56.7880673359558,62.1358568689528
C1808F07,37.32,-83.27,C11KY1931808F07-1,C1808F07,16.9230620094187,38.2308882752741,53.7816313381789
C1110C58,40.78,-83.26,C1110C58-1,C1110C58,9.14595874321055,39.5616966259595,78.5743786341404
C1111P05,39.46,-83.26,C1111P05-1,C1111P05,12.9736658594955,56.5657682166873,72.2589250652764
C1501F03,30.33,-83.25,C1501F0301,C1501F03,9.18953006758634,25.2918463477503,55.3581328148846
C1408F03,31.24,-83.21,C1408F031,C1408F03,23.6914741960823,55.3175812285824,97.8156732535563
C1502F04,29.67,-83.21,C1502F0401,C1502F04,18.390868334792,23.7612222036429,27.31540689949
C1314F37,36.42,-83.2,C1314F37-1,C1314F37,47.0790507055257,100.309723234211,113.353687495646
C1408F23,31.26,-83.2,C1408F231,C1408F23,138.207996574146,181.352874421705,260.682620291963
C1510C01,31.63,-83.2,C1510C0101,C1510C01,6.95608757343286,41.7365254405971,76.2319827196527
C1804W10,36.14,-83.19,C1804W101,C1804W10,40.2150165617793,84.9165659235008,121.584088739949
C1111F01,39.32,-83.19,C1111F01-1,C1111F01,23.4676688451666,57.8977664954938,76.3564334843505
C1512F02,30.03,-83.18,C1512F0201,C1512F02,16.4189687089996,36.1259261120864,139.488072316185
C1407P18,34.31,-83.17,C1407P18-1,C1407P18,17.5784853003819,43.8581023810027,68.4648306796324
C1802C04,36.16,-83.17,C1802C041,C1802C04,6.08982468926691,36.8609743154256,165.043319246992
C1501C05,30.15,-83.15,C1501C0501,C1501C05,5.53257014887884,34.3039565772884,52.4633645011018
C1804P10,36.06,-83.13,C1804P101,C1804P10,18.394620170443,61.5707839535261,90.8156232137943
C1512F03,30.57,-83.13,C1512F0301,C1512F03,45.2580001850622,271.548001110373,392.891458429245
C1408W01,31.19,-83.1,C1408W011,C1408W01,101.610617409046,181.852804852181,215.853824338779
C1308F01,37.94,-83.1,C1308F0101,C1308F01,68.2655137299272,131.352259782819,240.210999195615
C1311F06,38.3,-83.09,C1311F06001,C1311F06,136.215772546108,166.857523627389,200.457921304842
C1307F18,38.17,-83.08,C1307F18001,C1307F18,76.4759985769245,106.98201484277,120.596533031673
C1812P02,37.83,-83.08,C11KY1531812P02-1,C1812P02,18.4428891523674,46.6564503460038,83.6350998543489
C1110C19,40.84,-83.07,C1110C19-1,C1110C19,10.1913364640373,53.1864829801273,87.804704921484
C1510C09,31.43,-83.07,C1510C0901,C1510C09,6.57939514600375,33.5105152933371,42.9655430269752
C1311F24,38.52,-83.07,C1311F2401,C1311F24,68.6868364019906,103.057062139153,156.176833629528
C1314F38,36.63,-83.05,C1314F38-1,C1314F38,161.000570413368,181.647374379385,193.772772531881
C1407P05,34.8,-83.04,C1407P051,C1407P05,29.0653333260764,54.3593680502146,76.0671172267413
C1307C03,39.21,-83.04,C1307C0301,C1307C03,12.7843332456196,69.9261371051628,92.2467929116484
F1809F91,35.34,-83.03,F1809F9101,F1809F91,38.8335608415064,111.341663203779,166.573675109541
C1812C01,36.88,-83.02,C11KY0951812C01-1,C1812C01,13.9951762027984,56.3094369831246,86.7425257011928
C1512F05,29.83,-83.02,C1512F0501,C1512F05,190.234540796809,1166.77853244689,4007.66111726445
C1110C53,40.92,-82.99,C1110C53-1,C1110C53,13.2762878597777,76.8677527185851,219.934834835463
C1502W03,29.19,-82.99,C1502W0301,C1502W03,7.14264880262941,32.2360085359952,32.2360085359952
C1103X01,43.86,-82.97,C1103X01-1,C1103X01,20.5626169730518,116.049743466516,157.480876525992
C1808F03,37.1,-82.96,C11KY1331808F03-1,C1808F03,23.5324306775921,44.1424049522725,62.6596248695273
C1809F17,37.7,-82.96,C11KY1531809F17-1,C1809F17,7.07144167731256,36.3931173170499,65.8620446055887
C1308F03,39.03,-82.93,C1308F0301,C1308F03,72.6871239302618,100.179725257721,126.506477414695
C1504F04,29.25,-82.93,C1504F0401,C1504F04,7.22166919063415,13.3844340270961,78.2873184814655
C1809F08,37.29,-82.91,C11KY1191809F08-1,C1809F08,9.1634062883685,20.9747366153331,27.3122333634483
C1110C30,42.9,-82.91,C1110C30-1,C1110C30,12.2643832777347,54.5276994006083,90.8339783862986
C1501C01,32.19,-82.91,C1501C0101,C1501C01,5.08513554027435,30.5108132416461,66.936575940852
C1106F05,43.58,-82.9,C1106F05-1,C1106F05,50.9620225849897,566.364924947458,2111.57329434278
F1809F93,35.38,-82.89,F1809F9301,F1809F93,42.1337781457662,121.017642587159,196.732600186864
C1314F31,36.56,-82.89,C1314F31-1,C1314F31,63.3525369357462,93.2986889730731,134.245700787133
C1110C49,40.74,-82.89,C1110C49-1,C1110C49,8.39923386316672,42.596643032343,70.0482948077916
C1507F20,29.71,-82.88,C1507F2001,C1507F20,1.58159862947168,13.8534518337192,40.1847885580815
C1805F40,36.56,-82.87,C1805F401,C1805F40,20.8985397819123,59.8341273493296,59.8341273493296
C1110C24,40.9,-82.85,C1110C24-1,C1110C24,16.5784938626408,74.3818184200941,128.817411084471
C1408P13,31.34,-82.84,C1408P131,C1408P13,10.4986643716888,26.7363251283562,40.1136535061549
C1809F43,35.05,-82.84,C1809F4301,C1809F43,21.2666547923463,48.4779081755323,71.3358490721435
C1812P08,37.42,-82.81,C11KY0711812P08-1,C1812P08,16.1464949458832,136.578352690319,435.39338170906
C1407P26,34.05,-82.81,C1407P261,C1407P26,19.175822461102,38.1432126494154,57.6758876586107
C1309C05,39,-82.79,C1309C0501,C1309C05,12.6058506232158,55.2015139439797,71.5122360999946
C1110C26,41.09,-82.79,C1110C26-1,C1110C26,10.8970546354848,43.6613374092522,82.2472500134533
C1315P05,36.36,-82.78,C1315P05-1,C1315P05,34.8550207206675,57.53450530646,60.2560434567551
C1402W04,30.5,-82.77,C1402W041,C1402W04,43.4169879475567,367.746083959553,408.600739657609
C1809P14,35.7,-82.76,C1809P1401,C1809P14,10.1148132768673,43.4753772778156,50.6162182154271
C1808F11,37.33,-82.76,C11KY1191808F11-1,C1808F11,7.84690057117837,NA,NA
C1502W04,29.2,-82.75,C1502W0401,C1502W04,29.4857530880151,127.691306660244,127.691306660244
C1512W02,29.58,-82.74,C1512W0201,C1512W02,203.851138016448,539.942117615326,647.915966241322
C1311P18,38.25,-82.74,C1311P1801,C1311P18,27.098345011523,62.0755727684851,83.3414136982943
C1508P03,30.29,-82.73,C1508P0301,C1508P03,13.1511872184988,38.8304816452017,72.7515102505656
C1501F05,29.74,-82.73,C1501F0501,C1501F05,7.47522966849412,25.2934111789768,69.1978505819625
C1402W03,30.46,-82.7,C1402W031,C1402W03,102.152549396618,464.737141466076,1171.46144153164
C1206C05,40.7,-82.69,C1206C05-1,C1206C05,9.36929316976904,40.3391663001646,80.3333845027992
C1103X02,43.82,-82.69,C1103X02-1,C1103X02,8.16345299994726,44.5403453901001,69.692364199833
C1407P12,34.75,-82.67,C1407P121,C1407P12,24.3437846806222,74.576817182321,103.264690780471
C1305F04,39.1,-82.65,C1305F0401,C1305F04,58.1255270063092,92.5425083480839,118.91048842119
C1512W08,28.43,-82.65,C1512W0801,C1512W08,206.407954107917,1152.13684548983,2923.50836344645
C1305F02,38.87,-82.64,C1305F0201,C1305F02,84.9832086603759,108.618309523498,136.781367066
C1408C05,31.81,-82.63,C1408C051,C1408C05,10.2076428066417,41.8485853214132,NA
C1512W03,28.54,-82.63,C1512W0301,C1512W03,187.679402320232,1103.87979425144,1895.5889056898
C1110W02,41.16,-82.62,C1110W02-1,C1110W02,15.5279474857402,88.9949634329435,136.160761469855
C1508F08,30.25,-82.62,C1508F0801,C1508F08,49.3124405033658,114.501292339752,142.162661330968
C1507W01,32.24,-82.61,C1507W0101,C1507W01,7.36432358787737,28.5926189595228,39.2119381873192
C1809F34,35.13,-82.61,C1809F3401,C1809F34,13.9410033881546,37.6082954840228,50.4117386863064
C1504W04,29.32,-82.61,C1504W0401,C1504W04,113.597003031374,223.372240083298,270.675576607351
C1803F07,35.99,-82.6,C1803F0701,C1803F07,142.559440221903,360.608614550511,495.682190412947
C1508F07,32.25,-82.59,C1508F0701,C1508F07,12.6944713946127,60.3657907393463,71.3101630554226
C1502F10,28.8,-82.59,C1502F1001,C1502F10,15.142023687143,33.3925120830066,41.3684370832721
C1511F04,28.59,-82.58,C1511F0401,C1511F04,39.766665193296,136.973116608746,NA
C1501P07,29.38,-82.58,C1501P0701,C1501P07,4.80772517030649,19.1778643430502,24.9128556516402
C1812P07,36.27,-82.57,C1812P071,C1812P07,18.9683973902019,55.8586233277766,113.72107299755
C1501F02,29.52,-82.56,C1501F0201,C1501F02,3.88524570826092,11.3792295836958,19.3581738086157
C1504P05,28.22,-82.55,C1504P0501,C1504P05,26.9342655685895,47.0472140229399,182.399399024534
C1804P01,35.46,-82.55,C1804P0101,C1804P01,7.79293901778959,43.3464447873305,83.9079644244724
C1305F15,39,-82.55,C1305F1501,C1305F15,48.8464891436066,80.8147428284431,117.783425684008
C1809F06,37.5,-82.55,C10KY1951809F06-1,C1809F06,24.1468984599437,55.613655594382,66.1268587482472
C1110C05,39.84,-82.53,C1110C05-1,C1110C05,6.55569954405972,37.924259396174,77.6872832372416
C1307P22,38.88,-82.52,C1307P2201,C1307P22,21.8192600721589,51.3841665689134,83.3371495864163
C1305F10,39.35,-82.52,C1305F1001,C1305F10,12.7208537013613,50.22825211736,69.5596422531345
C1308F04,39.65,-82.52,c1308f0401,C1308F04,15.3319199462344,45.9830878710018,62.5277446614216
C1405F05,30.55,-82.52,C1405F051,C1405F05,186.422002805691,1166.75352105209,1190.99615725315
C1504P04,28.21,-82.51,C1504P0401,C1504P04,7.937837989264,33.2930322878779,94.2047121420513
C1504C05,29.22,-82.5,nan,nan,nan,nan,nan
C1408F14,30.17,-82.49,C1408F141,C1408F14,296.445111859045,322.834927053549,428.631411928992
C1809F37,36.09,-82.48,C1809F3701,C1809F37,19.8128276182695,62.7102635753148,99.2367527167728
C1807F72,35.09,-82.48,C1807F7201,C1807F72,85.1282216643575,113.774921801488,123.468014871173
C1408F68,31.23,-82.48,C1408F681,C1408F68,63.9885586366024,111.774796449037,128.254395719698
C1308F02,39.48,-82.48,c1308f0201,C1308F02,91.7342366124559,127.437592119004,146.293211931769
C1313C03,39.7,-82.47,c1313c031,C1313C03,13.9912327802883,59.1390711936719,170.545169764855
C1401F62,33.93,-82.46,C1401F621,C1401F62,31.1811303454573,56.3655502658445,74.77702769937
F1408F06,30.18,-82.46,F1408F061,F1408F06,50.5037122391341,91.9473363787124,NA
C1501F07,32.57,-82.45,C1501F0701,C1501F07,11.4874310255354,29.3507064048558,40.6983912614433
C1403P03,33.72,-82.44,C1403P031,C1403P03,27.5142628184733,50.0343345330357,66.2503007784198
C1405W65,30.37,-82.44,C1405W651,C1405W65,41.6474869882051,157.042132938207,359.855046196902
C1501F01,32.41,-82.44,C1501F0101,C1501F01,3.12139382009412,17.3839658214431,33.5216697608136
C1508R04,27.22,-82.44,C1508R0401,C1508R04,27.8879412833226,48.8510580720738,57.9906015570991
C1408F65,30.16,-82.43,C1408F651,C1408F65,15.3623886229739,27.5909990423535,45.8820545573132
C1812F02,38.07,-82.43,C10WV0991812F02-1,C1812F02,16.3801507615069,63.0839762740403,151.182878479123
C1408F15,30.57,-82.42,C1408F151,C1408F15,11.4926772279863,17.9839896539455,89.2753291998065
C1405W97,30.01,-82.42,C1405W971,C1405W97,145.243110753066,272.393816354181,591.347565826244
C1809P08,35.96,-82.42,C1809P0801,C1809P08,25.038714217257,130.370874464295,218.168556715659
F1408F02,30.2,-82.42,F1408F021,F1408F02,110.614602856884,145.567329035152,220.37386377934
C1408F98,30.13,-82.41,C1408F981,C1408F98,22.0063795315566,675.056819125495,NA
C1804F04,38.16,-82.4,C10WV0991804F04-1,C1804F04,13.251459801925,37.1462532497878,60.0087543829769
C1802P02,37.66,-82.4,C10KY1951802P02-1,C1802P02,14.5703880678318,41.6673811825854,83.2863277143358
C1511F09,28.54,-82.4,C1511F0901,C1511F09,19.472625754353,46.9211493028192,NA
C1307F67,38.91,-82.39,C1307F6701,C1307F67,11.6192401175654,32.3698112913554,48.2940282682404
C1406W04,31.41,-82.39,C1406W041,C1406W04,79.901647745407,154.695016136651,338.110447766656
C1110C41,41.18,-82.38,C1110C41-1,C1110C41,9.05169507035106,41.0110359858512,72.9383027351192
C1405W67,30.24,-82.38,C1405W671,C1405W67,34.698382798244,379.443895046607,413.676183282753
C1809F14,38.01,-82.38,C10WV0991809F14-1,C1809F14,97.2263885641954,107.355006262956,115.446681447031
F1408F04,30.38,-82.37,F1408F041,F1408F04,112.785400702335,141.747566339827,244.874321803454
C1407P39,34.5,-82.37,C1407P391,C1407P39,19.224228605831,48.4067729834271,100.382731633758
C1508C02,32.72,-82.35,C1508C0201,C1508C02,4.90576886467414,24.2527016275759,33.2272146805091
C1803F06,35.79,-82.34,C1803F0601,C1803F06,169.80091577869,610.85409828768,980.797359783777
C1802F05,35.7,-82.33,C1802F0501,C1802F05,77.2564394938845,132.002066660906,148.588537178797
C1403W07,31.6,-82.32,C1403W071,C1403W07,29.3463944554738,114.440191295943,227.389465688386
C1408F30,31.3,-82.32,C1408F301,C1408F30,178.739348883744,221.58190528344,243.878313769155
C1405W07,29.97,-82.32,C1405W071,C1405W07,159.459522921107,1106.39006836631,2352.802775603
C1809F12,37,-82.32,C2011VA0511809F12-1,C1809F12,20.3140725021868,37.5522629732485,59.2528544127297
C1501P09,28.76,-82.32,C1501P0901,C1501P09,7.44637347897215,24.9037166376515,44.6033037197319
C1507C12,32,-82.3,C1507C1201,C1507C12,3.14094135343681,17.4162482890885,31.2817745036618
C1508R02,27.04,-82.3,C1508R0201,C1508R02,14.0642104116962,74.3825149945399,115.536469901923
C1809F20,37.84,-82.29,C10WV0591809F20-1,C1809F20,16.81399747584,55.5541621521011,70.2525048092088
C1405W83,30.06,-82.29,C1405W831,C1405W83,36.3909935325709,304.265388026591,2909.29517883055
C1408F09,30.1,-82.29,C1408F091,C1408F09,15.7849225396125,118.51085842242,NA
C1506R01,28.91,-82.28,C1506R0101,C1506R01,175.100824357165,861.301803965464,2202.35484886644
C1803F04,35.75,-82.28,C1803F0401,C1803F04,156.976922655053,800.056911014023,1043.49595310279
C1307F52,36.78,-82.27,C1307F52-1,C1307F52,69.1651063585953,122.009255791895,185.016611311763
C1809F01,37.22,-82.26,C2011VA0511809F01-1,C1809F01,50.5924967529847,108.543548437061,128.435697401327
C1405W94,30.13,-82.26,C1405W941,C1405W94,164.018816486562,703.637383305688,2268.22335780512
C1401F07,33.92,-82.26,C1401F071,C1401F07,45.7562336801139,88.2613689413957,96.0994667429424
C1311F03,36.76,-82.25,C1311F03-1,C1311F03,110.654634910574,282.192094467153,282.192094467153
C1408F81,30.37,-82.25,C1408F811,C1408F81,147.571117974473,236.449401845678,279.954078112721
C1406X02,31.49,-82.25,C1406X021,C1406X02,220.088315048873,245.650157142738,259.082356516679
C1407P15,34.09,-82.25,C1407P151,C1407P15,25.8569960196157,58.6122508604818,102.100058859191
C1408F63,29.97,-82.25,C1408F631,C1408F63,167.063957396024,281.335921572951,337.198843627791
C1501C07,29.14,-82.24,C1501C0701,C1501C07,3.47577953557356,21.9113209627021,33.0322121331879
C1809F25,36.14,-82.23,C1809F2501,C1809F25,14.4636581600542,55.2574973327754,91.903414183238
C1112F02,40.9,-82.23,C1112F02-1,C1112F02,15.501565188885,68.1200926973133,96.0893588872126
C1802F04,35.57,-82.22,C1802F0401,C1802F04,16.0669806133231,NA,NA
C1408P06,30.07,-82.22,C1408P061,C1408P06,28.9583302546533,50.5653156852045,65.4614535568856
C1501P02,28.52,-82.22,nan,nan,nan,nan,nan
C1408F73,30.14,-82.19,C1408F731,C1408F73,137.178992823837,162.422263133122,218.262428267817
C1304F09,39.04,-82.19,C1304F0901,C1304F09,65.9854777495517,78.2173492292316,85.5196020797268
C1802F13,35.82,-82.18,C1802F1301,C1802F13,20.9362066329853,97.1645785307017,NA
C1511C02,27.28,-82.18,C1511C0201,C1511C02,5.11345198804525,24.4334817705651,89.6802604497092
C1208C03,40.68,-82.16,C1208C0301,C1208C03,12.0252663304075,60.0073588184652,85.0703120787131
C1307F36,36.83,-82.16,C1307F36-1,C1307F36,55.5496578852322,74.7790493438848,91.3211898089661
C1405W57,30.96,-82.15,C1405W571,C1405W57,144.69643859597,925.833230217742,3332.15942539306
C1504F02,28.59,-82.15,C1504F0201,C1504F02,9.07813528906594,42.321912843824,80.7249790862307
C1809F18,35.93,-82.13,C1809F1801,C1809F18,29.1879163939527,67.3772379068464,84.7000747639437
C1401F24,34.43,-82.12,C1401F241,C1401F24,14.6338519572855,24.9045430817534,NA
C1307P27,38.39,-82.12,C1307P2701,C1307P27,22.3062022055569,56.2724391800938,115.925834400479
C1201F27,40.77,-82.12,C1201F27-1,C1201F27,30.0608499804425,55.2336663378748,62.1634294530875
C1504C09,27.21,-82.12,C1504C0901,C1504C09,5.16732233013862,32.779588112139,96.1285499911187
C1511W01,27.54,-82.11,C1511W0101,C1511W01,14.0131835835665,34.0829277393056,125.320645107328
C1803F03,36.11,-82.11,C1803F0301,C1803F03,187.442504820837,342.647511951476,475.877660043481
C1408F88,29.99,-82.11,C1408F881,C1408F88,185.120590504477,294.341525833845,309.64422169286
C1809F42,35.81,-82.11,C1809F4201,C1809F42,118.230290617095,166.788726271191,193.456742179845
C1407F04,33.95,-82.1,C1407F041,C1407F04,43.6084511466116,NA,NA
C1206X01,41.18,-82.1,C1206X01-1,C1206X01,17.0713390625261,69.995698861492,109.26846697689
C1511P02,27.51,-82.09,C1511P0201,C1511P02,5.65695936358281,32.7841348296474,78.7195363756966
C1401F63,34.42,-82.09,C1401F631,C1401F63,48.8743372634155,67.5873184015741,84.3224439020907
C1408F28,29.88,-82.08,C1408F281,C1408F28,13.1889170450864,40.3387745209985,71.8741590783199
C1507P03,32.66,-82.08,nan,nan,nan,nan,nan
C1407F02,33.65,-82.07,C1407F02-1,C1407F02,83.6234207411808,114.308825465963,133.952666647863
C1401F02,33.97,-82.05,C1401F021,C1401F02,1.11523417142208,25.124756922393,27.8109464897314
C1809F32,37.11,-82.05,C2011VA0271809F32-1,C1809F32,82.3055163201846,151.8865652604,243.580139556811
C1506W06,29.52,-82.05,C1506W0601,C1506W06,193.553805640141,1123.10427618792,3912.32326557392
C1501P04,32.43,-82.05,C1501P0401,C1501P04,9.71659391011534,49.8282763204529,64.2861537931141
C1511F03,28.37,-82.04,C1511F0301,C1511F03,26.4545623199364,82.069375690913,132.383463586965
C1401F16,34.7,-82.03,C1401F161,C1401F16,71.6012216842621,113.897352349304,115.351306445075
C1510P04,28.6,-82,C1510P0401,C1510P04,5.41404177925378,22.3902782875977,38.2691878691918
C1407F03,33.86,-82,C1407F031,C1407F03,55.967528746303,79.2852139702876,110.462677619435
C1405P01,31.02,-81.99,C1405P011,C1405P01,28.641495000717,438.706091814194,3623.8860550597
C1408F24,30.65,-81.99,C1408F241,C1408F24,109.747754974938,142.567148101528,192.204534629559
C1308C05,38.77,-81.99,C1308C0501,C1308C05,12.0101980175228,38.5717761344834,64.5515112202504
C1302F01,39.37,-81.99,c1302f0101,C1302F01,14.831726226576,55.0018671732792,134.367616179947
C1302F02,38.54,-81.98,C1302F02001,C1302F02,57.655006788449,99.90739576805,138.08870576549
C1408F22,30.76,-81.98,C1408F221,C1408F22,87.8174304571275,201.154803195967,399.625554779653
C1809F26,36.08,-81.98,C1809F2601,C1809F26,21.654045263683,100.007749907239,NA
C1406P22,33.91,-81.98,C1406P221,C1406P22,14.8704365981844,40.0282673929342,72.4365244537601
C1508W08,26.75,-81.98,C1508W0801,C1508W08,0.395826486610968,0.395826486610968,NA
C1403F03,34.82,-81.97,C1403F031,C1403F03,4.62046113454261,27.2134932169317,103.369795733421
C1809F11,35.98,-81.97,C1809F1101,C1809F11,9.51089912716796,36.0464872359107,49.9176620732228
C1406F09,30.05,-81.95,C1406F091,C1406F09,57.3598613400799,109.340306708053,147.678017416613
C1408F06,29.96,-81.95,C1408F061,C1408F06,64.1964488144354,108.59715689419,109.470888719635
C1408P19,30.25,-81.95,C1408P191,C1408P19,27.6529567754507,59.2471619826765,99.3274806846636
C1408F25,30.22,-81.95,C1408F251,C1408F25,124.001887579556,178.362271245639,290.444268601613
C1302C05,38.62,-81.95,C1302C05001,C1302C05,9.66737969092748,36.6341677697536,99.1092946960826
C1809F10,37.41,-81.94,C10VA0511809F10-1,C1809F10,13.460669760466,37.3341084810478,63.1848111001231
C1809P16,36.06,-81.94,C1809P1601,C1809P16,19.0112788275215,106.067498842014,152.166296880022
C1307P23,38.95,-81.92,C1307P2301,C1307P23,21.2071082203331,37.806368144065,70.3359147234067
C1511P05,27.09,-81.91,C1511P0501,C1511P05,11.0570690972741,19.2287981803296,102.023302407081
C1408F02,30.18,-81.9,C1408F021,C1408F02,101.866234560366,170.2836176338,216.300904348358
C1506W02,28.79,-81.9,C1506W0201,C1506W02,139.877247129761,841.704606158248,3443.26482131908
C1405W72,30.16,-81.89,C1405W721,C1405W72,31.3218047677714,514.607884771019,3236.74655227186
C1408F07,29.85,-81.89,C1408F071,C1408F07,151.258971866959,170.139253144416,187.522463153334
C1307F45,39.48,-81.88,c1307f451,C1307F45,125.131292386932,162.375879152382,187.363038161328
C1810P05,36.78,-81.88,C1810P051,C1810P05,28.430570431091,67.3315682214377,NA
C1402W08,29.85,-81.87,C1402W081,C1402W08,21.2131474976303,43.4293699595233,63.8774644635555
C1507F30,32.54,-81.87,C1507F3001,C1507F30,6.28612358878988,22.2402539130896,37.1516989894322
C1507P11,32.56,-81.86,C1507P1101,C1507P11,7.19195507901244,32.9426514907957,43.986817070699
C1511W04,32.72,-81.85,C1511W0401,C1511W04,31.1913766131658,45.3251204207185,50.8227689239756
C1206C04,40.86,-81.85,C1206C04-1,C1206C04,14.0710174409817,72.7670363074748,145.271187810094
C1401F39,34.61,-81.84,C1401F391,C1401F39,9.01980791788164,18.0274814911376,22.3316925640479
C1307F09,39.73,-81.83,c1307f0901,C1307F09,NA,NA,NA
C1507F40,32.76,-81.83,C1507F4001,C1507F40,4.96912922380344,18.243200779879,29.1027432238821
C1809F31,37.21,-81.83,C11VA0271809F31-1,C1809F31,16.1578917554305,49.460516899273,57.5165973197684
F1809F96,35.99,-81.82,F1809F9601,F1809F96,41.7813198108621,86.9723662356815,104.674321361921
C1511W02,32.75,-81.82,C1511W0201,C1511W02,73.7227682395985,307.837520224784,326.579577110915
C1809F19,37.21,-81.82,C11VA0271809F19-1,C1809F19,40.5725826012179,83.9705745545824,NA
C1504F03,29.67,-81.81,C1504F0301,C1504F03,7.62513745062401,24.9242692248905,40.8784183984531
C1408F13,30.49,-81.81,C1408F131,C1408F13,30.8259496196203,36.0700963286092,56.6124515477891
F1802F97,36.03,-81.81,F1802F9701,F1802F97,3.08086124448254,27.3469925491472,39.7135669042837
C1408F72,30.93,-81.79,C1408F721,C1408F72,121.109892777935,143.312951976117,158.084033403404
C1508W05,26.94,-81.78,C1508W0501,C1508W05,7.23777845064933,18.838367304753,36.8254625834765
C1311P09,36.67,-81.78,C1311P09-1,C1311P09,11.7777454684911,40.0205439166453,74.0139997349166
C1408F05,30.57,-81.75,C1408F051,C1408F05,70.5821155967582,139.404468296723,164.668057844818
F1504F01,29.51,-81.75,nan,nan,nan,nan,nan
C1507C06,32.34,-81.74,C1507C0601,C1507C06,4.32670601919362,25.9602361151617,41.7085113101904
C1504F05,29.9,-81.74,C1504F0501,C1504F05,3.46007426075384,30.2358638965091,104.746558050612
C1311F07,38.77,-81.73,C1311F07001,C1311F07,98.6147051705532,133.116656488907,153.205370943267
C1408F99,31.14,-81.73,C1408F991,C1408F99,126.20546499516,624.515868144805,1531.32750280448
C1408F74,31.48,-81.72,C1408F741,C1408F74,77.8831448497452,106.867497993064,165.515881908189
